,prices
331,"[1721260800000, 375.31466]"
332,"[1721347200000, 382.98938]"
333,"[1721433600000, 391.51947]"
334,"[1721520000000, 395.56986]"
335,"[1721606400000, 400.36997]"
336,"[1721692800000, 385.81456]"
337,"[1721779200000, 366.56683]"
338,"[1721865600000, 362.21483]"
339,"[1721952000000, 361.58455]"
340,"[1722038400000, 377.45489]"
341,"[1722124800000, 392.51563]"
342,"[1722211200000, 416.50099]"
343,"[1722297600000, 439.63909]"
344,"[1722384000000, 432.62521]"
345,"[1722470400000, 414.94746]"
346,"[1722556800000, 413.44925]"
347,"[1722643200000, 380.51371]"
348,"[1722729600000, 364.55878]"
349,"[1722816000000, 331.22878]"
350,"[1722902400000, 310.5058]"
351,"[1722988800000, 314.3342]"
352,"[1723075200000, 312.40463]"
353,"[1723161600000, 354.57269]"
354,"[1723248000000, 348.07316]"
355,"[1723334400000, 354.47107]"
356,"[1723420800000, 330.44052]"
357,"[1723507200000, 354.15529]"
358,"[1723593600000, 352.23463]"
359,"[1723680000000, 338.00571]"
360,"[1723766400000, 334.43658]"
361,"[1723852800000, 338.13601]"
362,"[1723939200000, 340.92389]"
363,"[1724025600000, 332.92668]"
364,"[1724112000000, 338.3576]"
