,prices
279,"[1716768000000, 0.16621]"
280,"[1716854400000, 0.16913]"
281,"[1716940800000, 0.16501]"
282,"[1717027200000, 0.16369]"
283,"[1717113600000, 0.15951]"
284,"[1717200000000, 0.15912]"
285,"[1717286400000, 0.16015]"
286,"[1717372800000, 0.15702]"
287,"[1717459200000, 0.15822]"
288,"[1717545600000, 0.16154]"
289,"[1717632000000, 0.16351]"
290,"[1717718400000, 0.16017]"
291,"[1717804800000, 0.14831]"
292,"[1717891200000, 0.14611]"
293,"[1717977600000, 0.14678]"
294,"[1718064000000, 0.14483]"
295,"[1718150400000, 0.13805]"
296,"[1718236800000, 0.14609]"
297,"[1718323200000, 0.14099]"
298,"[1718409600000, 0.13495]"
299,"[1718496000000, 0.13656]"
300,"[1718582400000, 0.13683]"
301,"[1718668800000, 0.12888]"
302,"[1718755200000, 0.12215]"
303,"[1718841600000, 0.12221]"
304,"[1718928000000, 0.1244]"
305,"[1719014400000, 0.12403]"
306,"[1719100800000, 0.12376]"
307,"[1719187200000, 0.12207]"
308,"[1719273600000, 0.11915]"
309,"[1719360000000, 0.12612]"
310,"[1719446400000, 0.12262]"
311,"[1719532800000, 0.12691]"
312,"[1719619200000, 0.12282]"
313,"[1719705600000, 0.12163]"
314,"[1719792000000, 0.12443]"
315,"[1719878400000, 0.12336]"
316,"[1719964800000, 0.12498]"
317,"[1720051200000, 0.1185]"
318,"[1720137600000, 0.10484]"
319,"[1720224000000, 0.10584]"
320,"[1720310400000, 0.11336]"
321,"[1720396800000, 0.10401]"
322,"[1720483200000, 0.1075]"
323,"[1720569600000, 0.10751]"
324,"[1720656000000, 0.10794]"
325,"[1720742400000, 0.10667]"
326,"[1720828800000, 0.10761]"
327,"[1720915200000, 0.11218]"
328,"[1721001600000, 0.11566]"
329,"[1721088000000, 0.12523]"
330,"[1721174400000, 0.12504]"
331,"[1721260800000, 0.12182]"
332,"[1721347200000, 0.11947]"
333,"[1721433600000, 0.12546]"
334,"[1721520000000, 0.13453]"
335,"[1721606400000, 0.14012]"
336,"[1721692800000, 0.13805]"
337,"[1721779200000, 0.13056]"
338,"[1721865600000, 0.12802]"
339,"[1721952000000, 0.12517]"
340,"[1722038400000, 0.13435]"
341,"[1722124800000, 0.13207]"
342,"[1722211200000, 0.13]"
343,"[1722297600000, 0.12837]"
344,"[1722384000000, 0.12547]"
345,"[1722470400000, 0.12208]"
346,"[1722556800000, 0.11932]"
347,"[1722643200000, 0.11121]"
348,"[1722729600000, 0.10828]"
349,"[1722816000000, 0.10364]"
350,"[1722902400000, 0.09444]"
351,"[1722988800000, 0.0963]"
352,"[1723075200000, 0.09564]"
353,"[1723161600000, 0.10744]"
354,"[1723248000000, 0.10397]"
355,"[1723334400000, 0.10517]"
356,"[1723420800000, 0.10057]"
357,"[1723507200000, 0.10765]"
358,"[1723593600000, 0.10647]"
359,"[1723680000000, 0.10253]"
360,"[1723766400000, 0.10028]"
361,"[1723852800000, 0.10033]"
362,"[1723939200000, 0.1027]"
363,"[1724025600000, 0.10009]"
364,"[1724112000000, 0.1016]"
