,prices
281,"[1716940800000, 3840.68886]"
282,"[1717027200000, 3765.30256]"
283,"[1717113600000, 3748.63915]"
284,"[1717200000000, 3761.06925]"
285,"[1717286400000, 3813.45244]"
286,"[1717372800000, 3780.71198]"
287,"[1717459200000, 3766.63765]"
288,"[1717545600000, 3814.93203]"
289,"[1717632000000, 3871.08209]"
290,"[1717718400000, 3812.70186]"
291,"[1717804800000, 3679.37665]"
292,"[1717891200000, 3683.02538]"
293,"[1717977600000, 3705.89988]"
294,"[1718064000000, 3666.82766]"
295,"[1718150400000, 3498.55595]"
296,"[1718236800000, 3559.44753]"
297,"[1718323200000, 3465.31658]"
298,"[1718409600000, 3478.77483]"
299,"[1718496000000, 3565.12326]"
300,"[1718582400000, 3618.50865]"
301,"[1718668800000, 3510.35869]"
302,"[1718755200000, 3480.47134]"
303,"[1718841600000, 3555.96584]"
304,"[1718928000000, 3511.28483]"
305,"[1719014400000, 3516.88098]"
306,"[1719100800000, 3494.79856]"
307,"[1719187200000, 3417.79714]"
308,"[1719273600000, 3357.10064]"
309,"[1719360000000, 3395.30469]"
310,"[1719446400000, 3365.94467]"
311,"[1719532800000, 3442.91016]"
312,"[1719619200000, 3374.60513]"
313,"[1719705600000, 3371.27823]"
314,"[1719792000000, 3435.31833]"
315,"[1719878400000, 3438.00908]"
316,"[1719964800000, 3417.89843]"
317,"[1720051200000, 3295.80846]"
318,"[1720137600000, 3069.0434]"
319,"[1720224000000, 2984.3981]"
320,"[1720310400000, 3066.24744]"
321,"[1720396800000, 2928.60123]"
322,"[1720483200000, 3016.08335]"
323,"[1720569600000, 3064.09236]"
324,"[1720656000000, 3099.71019]"
325,"[1720742400000, 3102.09023]"
326,"[1720828800000, 3132.98084]"
327,"[1720915200000, 3173.50423]"
328,"[1721001600000, 3252.65418]"
329,"[1721088000000, 3488.53876]"
330,"[1721174400000, 3446.76589]"
331,"[1721260800000, 3389.44129]"
332,"[1721347200000, 3428.55202]"
333,"[1721433600000, 3505.22254]"
334,"[1721520000000, 3522.8013]"
335,"[1721606400000, 3533.11835]"
336,"[1721692800000, 3443.07335]"
337,"[1721779200000, 3482.98377]"
338,"[1721865600000, 3336.38025]"
339,"[1721952000000, 3173.7634]"
340,"[1722038400000, 3278.18696]"
341,"[1722124800000, 3254.61167]"
342,"[1722211200000, 3272.85013]"
343,"[1722297600000, 3316.94219]"
344,"[1722384000000, 3276.98178]"
345,"[1722470400000, 3233.0768]"
346,"[1722556800000, 3204.24652]"
347,"[1722643200000, 2983.30098]"
348,"[1722729600000, 2906.71502]"
349,"[1722816000000, 2682.43739]"
350,"[1722902400000, 2415.63114]"
351,"[1722988800000, 2455.51138]"
352,"[1723075200000, 2341.59035]"
353,"[1723161600000, 2685.01275]"
354,"[1723248000000, 2602.18407]"
355,"[1723334400000, 2608.03574]"
356,"[1723420800000, 2558.79087]"
357,"[1723507200000, 2726.77799]"
358,"[1723593600000, 2703.55056]"
359,"[1723680000000, 2662.7804]"
360,"[1723766400000, 2569.86048]"
361,"[1723852800000, 2592.24901]"
362,"[1723939200000, 2613.13926]"
363,"[1724025600000, 2614.60128]"
364,"[1724112000000, 2640.59042]"
